drive	layout_category	hf_repo	revision	size_gib	path
d3	raw	BAAI/bge-en-icl	971c7e1445cc86656ca0bd85ed770b8675a40bb5	26.492	/mnt/models/d3/raw/BAAI/bge-en-icl/971c7e1445cc86656ca0bd85ed770b8675a40bb5
d3	specialist/embeddings/raw	BAAI/bge-en-icl	971c7e1445cc86656ca0bd85ed770b8675a40bb5	0.002	/mnt/models/d3/specialist/embeddings/raw/BAAI/bge-en-icl/971c7e1445cc86656ca0bd85ed770b8675a40bb5
d3	raw	BAAI/bge-en-icl	latest	26.492	/mnt/models/d3/raw/BAAI/bge-en-icl/latest
d3	raw	BAAI/bge-large-en-v1.5	d4aa6901d3a41ba39fb536a557fa166f842b0e09	2.498	/mnt/models/d3/raw/BAAI/bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
d3	raw	BAAI/bge-large-en-v1.5	latest	2.498	/mnt/models/d3/raw/BAAI/bge-large-en-v1.5/latest
d3	raw	BAAI/bge-m3	5617a9f61b028005a4858fdac845db406aefb181	2.158	/mnt/models/d3/raw/BAAI/bge-m3/5617a9f61b028005a4858fdac845db406aefb181
d3	raw	BAAI/bge-m3	latest	2.158	/mnt/models/d3/raw/BAAI/bge-m3/latest
d3	raw	BAAI/bge-small-en-v1.5	5c38ec7c405ec4b44b94cc5a9bb96e735b38267a	0.250	/mnt/models/d3/raw/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a
d3	raw	BAAI/bge-small-en-v1.5	latest	0.250	/mnt/models/d3/raw/BAAI/bge-small-en-v1.5/latest
d3	specialist/math/raw	EleutherAI/llemma_7b	e223eee41c53449e6ea6548c9b71c50865e4a85c	25.105	/mnt/models/d3/specialist/math/raw/EleutherAI/llemma_7b/e223eee41c53449e6ea6548c9b71c50865e4a85c
d3	specialist/math/raw	EleutherAI/llemma_7b	latest	25.105	/mnt/models/d3/specialist/math/raw/EleutherAI/llemma_7b/latest
d3	specialist/law/raw	Equall/Saul-7B-Instruct-v1	2133ba7923533934e78f73848045299dd74f08d2	26.980	/mnt/models/d3/specialist/law/raw/Equall/Saul-7B-Instruct-v1/2133ba7923533934e78f73848045299dd74f08d2
d3	specialist/law/raw	Equall/Saul-7B-Instruct-v1	latest	26.980	/mnt/models/d3/specialist/law/raw/Equall/Saul-7B-Instruct-v1/latest
d3	uncensored	FINGU-AI/RomboUltima-32B	98a732a32e2366a2ab8f08fdc3d668892e7c1f7f	19.258	/mnt/models/d3/uncensored/FINGU-AI/RomboUltima-32B/98a732a32e2366a2ab8f08fdc3d668892e7c1f7f
d3	uncensored	FINGU-AI/RomboUltima-32B	latest	19.258	/mnt/models/d3/uncensored/FINGU-AI/RomboUltima-32B/latest
d3	specialist/medicine/raw	FreedomIntelligence/HuatuoGPT2-7B	1490cc91a93d2d0d2fdc9d3681bc1c5099cde163	13.983	/mnt/models/d3/specialist/medicine/raw/FreedomIntelligence/HuatuoGPT2-7B/1490cc91a93d2d0d2fdc9d3681bc1c5099cde163
d3	specialist/medicine/raw	FreedomIntelligence/HuatuoGPT2-7B	latest	13.983	/mnt/models/d3/specialist/medicine/raw/FreedomIntelligence/HuatuoGPT2-7B/latest
d3	raw	HuggingFaceH4/zephyr-7b-beta	892b3d7a7b1cf10c7a701c60881cd93df615734c	26.980	/mnt/models/d3/raw/HuggingFaceH4/zephyr-7b-beta/892b3d7a7b1cf10c7a701c60881cd93df615734c
d3	raw	HuggingFaceH4/zephyr-7b-beta	latest	26.980	/mnt/models/d3/raw/HuggingFaceH4/zephyr-7b-beta/latest
d3	raw	HuggingFaceTB/SmolLM2-1.7B-Instruct	31b70e2e869a7173562077fd711b654946d38674	3.191	/mnt/models/d3/raw/HuggingFaceTB/SmolLM2-1.7B-Instruct/31b70e2e869a7173562077fd711b654946d38674
d3	raw	HuggingFaceTB/SmolLM2-1.7B-Instruct	latest	3.191	/mnt/models/d3/raw/HuggingFaceTB/SmolLM2-1.7B-Instruct/latest
d3	raw	HuggingFaceTB/SmolLM3-3B	a07cc9a04f16550a088caea529712d1d335b0ac1	5.744	/mnt/models/d3/raw/HuggingFaceTB/SmolLM3-3B/a07cc9a04f16550a088caea529712d1d335b0ac1
d3	raw	HuggingFaceTB/SmolLM3-3B	latest	5.744	/mnt/models/d3/raw/HuggingFaceTB/SmolLM3-3B/latest
d3	raw	Intel/neural-chat-7b-v3-1	8189385e1dc17bcff572511123b0ba7dc553f743	26.980	/mnt/models/d3/raw/Intel/neural-chat-7b-v3-1/8189385e1dc17bcff572511123b0ba7dc553f743
d3	specialist/science/raw	Intel/neural-chat-7b-v3-1	8189385e1dc17bcff572511123b0ba7dc553f743	0.002	/mnt/models/d3/specialist/science/raw/Intel/neural-chat-7b-v3-1/8189385e1dc17bcff572511123b0ba7dc553f743
d3	raw	Intel/neural-chat-7b-v3-1	latest	26.980	/mnt/models/d3/raw/Intel/neural-chat-7b-v3-1/latest
d3	raw	MiniMaxAI/MiniMax-M2.5	f710177d938eff80b684d42c5aa84b382612f21f	23.920	/mnt/models/d3/raw/MiniMaxAI/MiniMax-M2.5/f710177d938eff80b684d42c5aa84b382612f21f
d3	specialist/chemistry/raw	OpenDFM/ChemDFM-v1.5-8B	f5790d56a903ce480b1eff8d0adf9613d8acee0c	14.966	/mnt/models/d3/specialist/chemistry/raw/OpenDFM/ChemDFM-v1.5-8B/f5790d56a903ce480b1eff8d0adf9613d8acee0c
d3	specialist/chemistry/raw	OpenDFM/ChemDFM-v1.5-8B	latest	14.966	/mnt/models/d3/specialist/chemistry/raw/OpenDFM/ChemDFM-v1.5-8B/latest
d3	specialist/chemistry/raw	OpenDFM/ChemDFM-v2.0-14B	b3b1d2143bb3e307e6b6dae794f6e9b0a83a45ef	27.516	/mnt/models/d3/specialist/chemistry/raw/OpenDFM/ChemDFM-v2.0-14B/b3b1d2143bb3e307e6b6dae794f6e9b0a83a45ef
d3	specialist/chemistry/raw	OpenDFM/ChemDFM-v2.0-14B	latest	27.516	/mnt/models/d3/specialist/chemistry/raw/OpenDFM/ChemDFM-v2.0-14B/latest
d3	specialist/science/raw	OpenDFM/RetroDFM-R-v0-8B	c828b32bf1da3143ed1d8402dd09cc7f8747727f	14.974	/mnt/models/d3/specialist/science/raw/OpenDFM/RetroDFM-R-v0-8B/c828b32bf1da3143ed1d8402dd09cc7f8747727f
d3	specialist/science/raw	OpenDFM/RetroDFM-R-v0-8B	latest	14.974	/mnt/models/d3/specialist/science/raw/OpenDFM/RetroDFM-R-v0-8B/latest
d3	specialist/reasoning/raw	Qwen/QwQ-32B	976055f8c83f394f35dbd3ab09a285a984907bd0	61.039	/mnt/models/d3/specialist/reasoning/raw/Qwen/QwQ-32B/976055f8c83f394f35dbd3ab09a285a984907bd0
d3	specialist/reasoning/raw	Qwen/QwQ-32B	latest	61.039	/mnt/models/d3/specialist/reasoning/raw/Qwen/QwQ-32B/latest
d3	quantized	Qwen/QwQ-32B-GGUF	8728e66249190b78dee8404869827328527f6b3b	32.429	/mnt/models/d3/quantized/Qwen/QwQ-32B-GGUF/8728e66249190b78dee8404869827328527f6b3b
d3	quantized	Qwen/QwQ-32B-GGUF	latest	32.429	/mnt/models/d3/quantized/Qwen/QwQ-32B-GGUF/latest
d3	specialist/math/raw	Qwen/Qwen2.5-Math-1.5B	4a83ca6e4526a4f2da3aa259ec36c259f66b2ab2	2.886	/mnt/models/d3/specialist/math/raw/Qwen/Qwen2.5-Math-1.5B/4a83ca6e4526a4f2da3aa259ec36c259f66b2ab2
d3	specialist/math/raw	Qwen/Qwen2.5-Math-1.5B	latest	2.886	/mnt/models/d3/specialist/math/raw/Qwen/Qwen2.5-Math-1.5B/latest
d3	specialist/math/raw	Qwen/Qwen2.5-Math-72B-Instruct	8fcf92b1eac8eca48c3d49778ad3dd1b394c9a17	0.011	/mnt/models/d3/specialist/math/raw/Qwen/Qwen2.5-Math-72B-Instruct/8fcf92b1eac8eca48c3d49778ad3dd1b394c9a17
d3	raw	Qwen/Qwen2.5-Math-7B-Instruct	ef9926d75ab1d54532f6a30dd5e760355eb9aa4d	14.196	/mnt/models/d3/raw/Qwen/Qwen2.5-Math-7B-Instruct/ef9926d75ab1d54532f6a30dd5e760355eb9aa4d
d3	specialist/math/raw	Qwen/Qwen2.5-Math-7B-Instruct	ef9926d75ab1d54532f6a30dd5e760355eb9aa4d	0.011	/mnt/models/d3/specialist/math/raw/Qwen/Qwen2.5-Math-7B-Instruct/ef9926d75ab1d54532f6a30dd5e760355eb9aa4d
d3	raw	Qwen/Qwen2.5-Math-7B-Instruct	latest	14.196	/mnt/models/d3/raw/Qwen/Qwen2.5-Math-7B-Instruct/latest
d3	raw	Qwen/Qwen2.5-VL-7B-Instruct	cc594898137f460bfe9f0759e9844b3ce807cfb5	15.456	/mnt/models/d3/raw/Qwen/Qwen2.5-VL-7B-Instruct/cc594898137f460bfe9f0759e9844b3ce807cfb5
d3	specialist/science/raw	Qwen/Qwen2.5-VL-7B-Instruct	cc594898137f460bfe9f0759e9844b3ce807cfb5	0.011	/mnt/models/d3/specialist/science/raw/Qwen/Qwen2.5-VL-7B-Instruct/cc594898137f460bfe9f0759e9844b3ce807cfb5
d3	raw	Qwen/Qwen2.5-VL-7B-Instruct	latest	15.456	/mnt/models/d3/raw/Qwen/Qwen2.5-VL-7B-Instruct/latest
d3	quantized	Qwen/Qwen3-32B-GGUF	938a7432affaec9157f883a87164e2646ae17555	32.427	/mnt/models/d3/quantized/Qwen/Qwen3-32B-GGUF/938a7432affaec9157f883a87164e2646ae17555
d3	quantized	Qwen/Qwen3-32B-GGUF	latest	32.427	/mnt/models/d3/quantized/Qwen/Qwen3-32B-GGUF/latest
d3	raw	Qwen/Qwen3.5-4B	851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a	8.701	/mnt/models/d3/raw/Qwen/Qwen3.5-4B/851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a
d3	raw	Qwen/Qwen3.5-4B	latest	8.701	/mnt/models/d3/raw/Qwen/Qwen3.5-4B/latest
d3	raw	Qwen/Qwen3.5-4B-Base	57370f0ea82c3cca33558a95212e032c344e5fd5	8.701	/mnt/models/d3/raw/Qwen/Qwen3.5-4B-Base/57370f0ea82c3cca33558a95212e032c344e5fd5
d3	raw	Qwen/Qwen3.5-4B-Base	latest	8.701	/mnt/models/d3/raw/Qwen/Qwen3.5-4B-Base/latest
d3	raw	Qwen/Qwen3.5-9B	c202236235762e1c871ad0ccb60c8ee5ba337b9a	18.002	/mnt/models/d3/raw/Qwen/Qwen3.5-9B/c202236235762e1c871ad0ccb60c8ee5ba337b9a
d3	raw	Qwen/Qwen3.5-9B	latest	18.002	/mnt/models/d3/raw/Qwen/Qwen3.5-9B/latest
d3	raw	Qwen/Qwen3.5-9B-Base	2d021f1887f1fe402bf2c53ed69d7f0fc4709ec9	18.002	/mnt/models/d3/raw/Qwen/Qwen3.5-9B-Base/2d021f1887f1fe402bf2c53ed69d7f0fc4709ec9
d3	raw	Qwen/Qwen3.5-9B-Base	latest	18.002	/mnt/models/d3/raw/Qwen/Qwen3.5-9B-Base/latest
d3	raw	TinyLlama/TinyLlama-1.1B-Chat-v1.0	fe8a4ea1ffedaf415f4da2f062534de366a451e6	2.051	/mnt/models/d3/raw/TinyLlama/TinyLlama-1.1B-Chat-v1.0/fe8a4ea1ffedaf415f4da2f062534de366a451e6
d3	raw	TinyLlama/TinyLlama-1.1B-Chat-v1.0	latest	2.051	/mnt/models/d3/raw/TinyLlama/TinyLlama-1.1B-Chat-v1.0/latest
d3	specialist/medicine/raw	aaditya/Llama3-OpenBioLLM-8B	70d6bb521cab6ca755b675ade38831eedf89d31c	14.966	/mnt/models/d3/specialist/medicine/raw/aaditya/Llama3-OpenBioLLM-8B/70d6bb521cab6ca755b675ade38831eedf89d31c
d3	specialist/medicine/raw	aaditya/Llama3-OpenBioLLM-8B	latest	14.966	/mnt/models/d3/specialist/medicine/raw/aaditya/Llama3-OpenBioLLM-8B/latest
d3	specialist/science/raw	allenai/OLMo-2-1124-7B	7df9a82518afdecae4e8c026b27adccc8c1f0032	27.199	/mnt/models/d3/specialist/science/raw/allenai/OLMo-2-1124-7B/7df9a82518afdecae4e8c026b27adccc8c1f0032
d3	specialist/science/raw	allenai/OLMo-2-1124-7B	latest	27.199	/mnt/models/d3/specialist/science/raw/allenai/OLMo-2-1124-7B/latest
d3	specialist/science/raw	apple/DiffuCoder-7B-Base	a2c33054cbe99b9ab7af074f09b1d13943157ff1	14.190	/mnt/models/d3/specialist/science/raw/apple/DiffuCoder-7B-Base/a2c33054cbe99b9ab7af074f09b1d13943157ff1
d3	specialist/science/raw	apple/DiffuCoder-7B-Base	latest	14.190	/mnt/models/d3/specialist/science/raw/apple/DiffuCoder-7B-Base/latest
d3	specialist/science/raw	apple/DiffuCoder-7B-Instruct	4fdd4580064ca5d11808069ce78f88d068753c96	14.190	/mnt/models/d3/specialist/science/raw/apple/DiffuCoder-7B-Instruct/4fdd4580064ca5d11808069ce78f88d068753c96
d3	specialist/science/raw	apple/DiffuCoder-7B-Instruct	latest	14.190	/mnt/models/d3/specialist/science/raw/apple/DiffuCoder-7B-Instruct/latest
d3	specialist/science/raw	apple/DiffuCoder-7B-cpGRPO	98bc42bfd871eeec92fd0a8439ab34f75b405204	14.190	/mnt/models/d3/specialist/science/raw/apple/DiffuCoder-7B-cpGRPO/98bc42bfd871eeec92fd0a8439ab34f75b405204
d3	specialist/science/raw	apple/DiffuCoder-7B-cpGRPO	latest	14.190	/mnt/models/d3/specialist/science/raw/apple/DiffuCoder-7B-cpGRPO/latest
d3	quantized	bartowski/Codestral-22B-v0.1-GGUF	0e6abe14d6aeaf2c99d5dc9973205e8e38692d90	22.017	/mnt/models/d3/quantized/bartowski/Codestral-22B-v0.1-GGUF/0e6abe14d6aeaf2c99d5dc9973205e8e38692d90
d3	quantized	bartowski/Codestral-22B-v0.1-GGUF	latest	22.017	/mnt/models/d3/quantized/bartowski/Codestral-22B-v0.1-GGUF/latest
d3	quantized	bartowski/DeepSeek-Coder-V2-Lite-Instruct-GGUF	8f248fa2072348f77a8bc37754e470de1f61866e	31.477	/mnt/models/d3/quantized/bartowski/DeepSeek-Coder-V2-Lite-Instruct-GGUF/8f248fa2072348f77a8bc37754e470de1f61866e
d3	quantized	bartowski/DeepSeek-Coder-V2-Lite-Instruct-GGUF	latest	31.477	/mnt/models/d3/quantized/bartowski/DeepSeek-Coder-V2-Lite-Instruct-GGUF/latest
d3	quantized	bartowski/DeepSeek-R1-Distill-Llama-70B-GGUF	1842c5f7280f933ead58adf8afd078672c9f6cd0	69.826	/mnt/models/d3/quantized/bartowski/DeepSeek-R1-Distill-Llama-70B-GGUF/1842c5f7280f933ead58adf8afd078672c9f6cd0
d3	quantized	bartowski/DeepSeek-R1-Distill-Llama-70B-GGUF	latest	69.826	/mnt/models/d3/quantized/bartowski/DeepSeek-R1-Distill-Llama-70B-GGUF/latest
d3	quantized	bartowski/DeepSeek-R1-Distill-Qwen-32B-GGUF	1dc8cf9ffa5dd333057ea1b09ccf4772d8726dec	32.429	/mnt/models/d3/quantized/bartowski/DeepSeek-R1-Distill-Qwen-32B-GGUF/1dc8cf9ffa5dd333057ea1b09ccf4772d8726dec
d3	quantized	bartowski/DeepSeek-R1-Distill-Qwen-32B-GGUF	latest	32.429	/mnt/models/d3/quantized/bartowski/DeepSeek-R1-Distill-Qwen-32B-GGUF/latest
d3	quantized	bartowski/Meta-Llama-3.1-8B-Instruct-GGUF	bf5b95e96dac0462e2a09145ec66cae9a3f12067	7.954	/mnt/models/d3/quantized/bartowski/Meta-Llama-3.1-8B-Instruct-GGUF/bf5b95e96dac0462e2a09145ec66cae9a3f12067
d3	quantized	bartowski/Meta-Llama-3.1-8B-Instruct-GGUF	latest	7.954	/mnt/models/d3/quantized/bartowski/Meta-Llama-3.1-8B-Instruct-GGUF/latest
d3	quantized	bartowski/Mistral-Small-24B-Instruct-2501-GGUF	62a613c92d5a5f73bba6d348b51433b232c4640c	23.334	/mnt/models/d3/quantized/bartowski/Mistral-Small-24B-Instruct-2501-GGUF/62a613c92d5a5f73bba6d348b51433b232c4640c
d3	quantized	bartowski/Mistral-Small-24B-Instruct-2501-GGUF	latest	23.334	/mnt/models/d3/quantized/bartowski/Mistral-Small-24B-Instruct-2501-GGUF/latest
d3	quantized	bartowski/Qwen2.5-14B-Instruct-GGUF	05244aa5d871c661c80082a15d3bce44714d068d	14.623	/mnt/models/d3/quantized/bartowski/Qwen2.5-14B-Instruct-GGUF/05244aa5d871c661c80082a15d3bce44714d068d
d3	quantized	bartowski/Qwen2.5-14B-Instruct-GGUF	latest	14.623	/mnt/models/d3/quantized/bartowski/Qwen2.5-14B-Instruct-GGUF/latest
d3	quantized	bartowski/Qwen2.5-32B-Instruct-GGUF	2116cbb385b8ce3a4d28cf3bf1cd2039a55821a6	32.429	/mnt/models/d3/quantized/bartowski/Qwen2.5-32B-Instruct-GGUF/2116cbb385b8ce3a4d28cf3bf1cd2039a55821a6
d3	quantized	bartowski/Qwen2.5-32B-Instruct-GGUF	latest	32.429	/mnt/models/d3/quantized/bartowski/Qwen2.5-32B-Instruct-GGUF/latest
d3	quantized	bartowski/Qwen2.5-7B-Instruct-GGUF	8911e8a47f92bac19d6f5c64a2e2095bd2f7d031	7.542	/mnt/models/d3/quantized/bartowski/Qwen2.5-7B-Instruct-GGUF/8911e8a47f92bac19d6f5c64a2e2095bd2f7d031
d3	quantized	bartowski/Qwen2.5-7B-Instruct-GGUF	latest	7.542	/mnt/models/d3/quantized/bartowski/Qwen2.5-7B-Instruct-GGUF/latest
d3	quantized	bartowski/Qwen2.5-Coder-32B-Instruct-GGUF	40b525506a4f98ed425882fa6dfc90cc8139065e	32.429	/mnt/models/d3/quantized/bartowski/Qwen2.5-Coder-32B-Instruct-GGUF/40b525506a4f98ed425882fa6dfc90cc8139065e
d3	quantized	bartowski/Qwen2.5-Coder-32B-Instruct-GGUF	latest	32.429	/mnt/models/d3/quantized/bartowski/Qwen2.5-Coder-32B-Instruct-GGUF/latest
d3	quantized	bartowski/google_gemma-3-27b-it-GGUF	4a05c54413bd0d87d77a97af403266f69cec0ee6	26.736	/mnt/models/d3/quantized/bartowski/google_gemma-3-27b-it-GGUF/4a05c54413bd0d87d77a97af403266f69cec0ee6
d3	quantized	bartowski/google_gemma-3-27b-it-GGUF	latest	26.736	/mnt/models/d3/quantized/bartowski/google_gemma-3-27b-it-GGUF/latest
d3	quantized	bartowski/phi-4-GGUF	19cd65f97c2f1712a81c506611d3f9c94b16a1e1	14.510	/mnt/models/d3/quantized/bartowski/phi-4-GGUF/19cd65f97c2f1712a81c506611d3f9c94b16a1e1
d3	quantized	bartowski/phi-4-GGUF	latest	14.510	/mnt/models/d3/quantized/bartowski/phi-4-GGUF/latest
d3	specialist/medicine/raw	cambridgeltl/SapBERT-from-PubMedBERT-fulltext	090663c3ae57bf35ffe4d0d468a2a88d03051a4d	1.632	/mnt/models/d3/specialist/medicine/raw/cambridgeltl/SapBERT-from-PubMedBERT-fulltext/090663c3ae57bf35ffe4d0d468a2a88d03051a4d
d3	specialist/medicine/raw	cambridgeltl/SapBERT-from-PubMedBERT-fulltext	latest	1.632	/mnt/models/d3/specialist/medicine/raw/cambridgeltl/SapBERT-from-PubMedBERT-fulltext/latest
d3	uncensored	cognitivecomputations/dolphin-2.9.2-qwen2-72b	5fdf999df3464a95c6387386f827e93227f3fa60	0.011	/mnt/models/d3/uncensored/cognitivecomputations/dolphin-2.9.2-qwen2-72b/5fdf999df3464a95c6387386f827e93227f3fa60
d3	specialist/science/uncensored	cognitivecomputations/dolphin-2.9.2-qwen2-72b	5fdf999df3464a95c6387386f827e93227f3fa60	0.011	/mnt/models/d3/specialist/science/uncensored/cognitivecomputations/dolphin-2.9.2-qwen2-72b/5fdf999df3464a95c6387386f827e93227f3fa60
d3	raw	deepseek-ai/DeepSeek-R1-Distill-Qwen-7B	916b56a44061fd5cd7d6a8fb632557ed4f724f60	14.193	/mnt/models/d3/raw/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B/916b56a44061fd5cd7d6a8fb632557ed4f724f60
d3	specialist/reasoning/raw	deepseek-ai/DeepSeek-R1-Distill-Qwen-7B	916b56a44061fd5cd7d6a8fb632557ed4f724f60	0.007	/mnt/models/d3/specialist/reasoning/raw/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B/916b56a44061fd5cd7d6a8fb632557ed4f724f60
d3	raw	deepseek-ai/DeepSeek-R1-Distill-Qwen-7B	latest	14.193	/mnt/models/d3/raw/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B/latest
d3	raw	deepseek-ai/deepseek-coder-6.7b-instruct	e5d64addd26a6a1db0f9b863abf6ee3141936807	25.112	/mnt/models/d3/raw/deepseek-ai/deepseek-coder-6.7b-instruct/e5d64addd26a6a1db0f9b863abf6ee3141936807
d3	specialist/science/raw	deepseek-ai/deepseek-coder-6.7b-instruct	e5d64addd26a6a1db0f9b863abf6ee3141936807	0.001	/mnt/models/d3/specialist/science/raw/deepseek-ai/deepseek-coder-6.7b-instruct/e5d64addd26a6a1db0f9b863abf6ee3141936807
d3	raw	deepseek-ai/deepseek-coder-6.7b-instruct	latest	25.112	/mnt/models/d3/raw/deepseek-ai/deepseek-coder-6.7b-instruct/latest
d3	specialist/math/raw	deepseek-ai/deepseek-math-7b-instruct	0a5828f800a36df0fd7f0ed581b983246c0677ff	12.876	/mnt/models/d3/specialist/math/raw/deepseek-ai/deepseek-math-7b-instruct/0a5828f800a36df0fd7f0ed581b983246c0677ff
d3	specialist/math/raw	deepseek-ai/deepseek-math-7b-instruct	latest	12.876	/mnt/models/d3/specialist/math/raw/deepseek-ai/deepseek-math-7b-instruct/latest
d3	specialist/medicine/raw	dmis-lab/biobert-base-cased-v1.2	67c9c25b46986521ca33df05d8540da1210b3256	0.406	/mnt/models/d3/specialist/medicine/raw/dmis-lab/biobert-base-cased-v1.2/67c9c25b46986521ca33df05d8540da1210b3256
d3	specialist/medicine/raw	dmis-lab/biobert-base-cased-v1.2	latest	0.406	/mnt/models/d3/specialist/medicine/raw/dmis-lab/biobert-base-cased-v1.2/latest
d3	specialist/medicine/raw	emilyalsentzer/Bio_ClinicalBERT	d5892b39a4adaed74b92212a44081509db72f87b	0.406	/mnt/models/d3/specialist/medicine/raw/emilyalsentzer/Bio_ClinicalBERT/d5892b39a4adaed74b92212a44081509db72f87b
d3	specialist/medicine/raw	emilyalsentzer/Bio_ClinicalBERT	latest	0.406	/mnt/models/d3/specialist/medicine/raw/emilyalsentzer/Bio_ClinicalBERT/latest
d3	uncensored	failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5	fc951b03d92972ab52ad9392e620eba6173526b9	131.425	/mnt/models/d3/uncensored/failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5/fc951b03d92972ab52ad9392e620eba6173526b9
d3	specialist/science/uncensored	failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5	fc951b03d92972ab52ad9392e620eba6173526b9	0.009	/mnt/models/d3/specialist/science/uncensored/failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5/fc951b03d92972ab52ad9392e620eba6173526b9
d3	uncensored	failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5	latest	131.425	/mnt/models/d3/uncensored/failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5/latest
d3	raw	google/gemma-3-1b-it	dcc83ea841ab6100d6b47a070329e1ba4cf78752	1.899	/mnt/models/d3/raw/google/gemma-3-1b-it/dcc83ea841ab6100d6b47a070329e1ba4cf78752
d3	raw	google/gemma-3-1b-it	latest	1.899	/mnt/models/d3/raw/google/gemma-3-1b-it/latest
d3	raw	google/gemma-3-4b-it	093f9f388b31de276ce2de164bdc2081324b9767	0.001	/mnt/models/d3/raw/google/gemma-3-4b-it/093f9f388b31de276ce2de164bdc2081324b9767
d3	specialist/science/raw	google/gemma-3-4b-it	093f9f388b31de276ce2de164bdc2081324b9767	0.001	/mnt/models/d3/specialist/science/raw/google/gemma-3-4b-it/093f9f388b31de276ce2de164bdc2081324b9767
d3	raw	google/gemma-4-E2B	9d53598892698e981fc42f78b0f8c005cecd63ca	9.573	/mnt/models/d3/raw/google/gemma-4-E2B/9d53598892698e981fc42f78b0f8c005cecd63ca
d3	raw	google/gemma-4-E2B	latest	9.573	/mnt/models/d3/raw/google/gemma-4-E2B/latest
d3	raw	google/gemma-4-E2B-it	4742fe843cc01b9aed62122f6e0ddd13ea48b3d3	9.573	/mnt/models/d3/raw/google/gemma-4-E2B-it/4742fe843cc01b9aed62122f6e0ddd13ea48b3d3
d3	raw	google/gemma-4-E2B-it	latest	9.573	/mnt/models/d3/raw/google/gemma-4-E2B-it/latest
d3	raw	google/gemma-4-E4B	7aa32e6889efd6300124851b164f8b364314c3d8	14.924	/mnt/models/d3/raw/google/gemma-4-E4B/7aa32e6889efd6300124851b164f8b364314c3d8
d3	raw	google/gemma-4-E4B	latest	14.924	/mnt/models/d3/raw/google/gemma-4-E4B/latest
d3	raw	google/gemma-4-E4B-it	292a7e278a400932df35f9fd4b1501edd04133a5	14.924	/mnt/models/d3/raw/google/gemma-4-E4B-it/292a7e278a400932df35f9fd4b1501edd04133a5
d3	raw	google/gemma-4-E4B-it	latest	14.924	/mnt/models/d3/raw/google/gemma-4-E4B-it/latest
d3	raw	google/medgemma-27b-it	2d3e00ea38b50018bf5dd3aa1009457cd2d5a48f	51.134	/mnt/models/d3/raw/google/medgemma-27b-it/2d3e00ea38b50018bf5dd3aa1009457cd2d5a48f
d3	raw	google/medgemma-27b-it	latest	51.134	/mnt/models/d3/raw/google/medgemma-27b-it/latest
d3	specialist/medicine/raw	google/medgemma-27b-text-it	5b667cf2ddcf064085bc90952edb35a0edbfb79c	50.345	/mnt/models/d3/specialist/medicine/raw/google/medgemma-27b-text-it/5b667cf2ddcf064085bc90952edb35a0edbfb79c
d3	specialist/medicine/raw	google/medgemma-27b-text-it	latest	50.345	/mnt/models/d3/specialist/medicine/raw/google/medgemma-27b-text-it/latest
d3	uncensored	huihui-ai/Qwen2.5-72B-Instruct-abliterated	ff4f9fe269d95bad2bd741af23b805cd9f449a8b	135.437	/mnt/models/d3/uncensored/huihui-ai/Qwen2.5-72B-Instruct-abliterated/ff4f9fe269d95bad2bd741af23b805cd9f449a8b
d3	uncensored	huihui-ai/Qwen2.5-72B-Instruct-abliterated	latest	135.437	/mnt/models/d3/uncensored/huihui-ai/Qwen2.5-72B-Instruct-abliterated/latest
d3	raw	ibm-granite/granite-20b-code-base-8k	c2a5bbb0b4b7dc7fd259a7e9d55e7af20b6c3f8e	37.380	/mnt/models/d3/raw/ibm-granite/granite-20b-code-base-8k/c2a5bbb0b4b7dc7fd259a7e9d55e7af20b6c3f8e
d3	raw	ibm-granite/granite-20b-code-base-8k	latest	37.380	/mnt/models/d3/raw/ibm-granite/granite-20b-code-base-8k/latest
d3	raw	ibm-granite/granite-20b-code-instruct-r1.1	7a8c41cb84bdb13f97197d35349c273911f46ef8	37.380	/mnt/models/d3/raw/ibm-granite/granite-20b-code-instruct-r1.1/7a8c41cb84bdb13f97197d35349c273911f46ef8
d3	raw	ibm-granite/granite-20b-code-instruct-r1.1	latest	37.380	/mnt/models/d3/raw/ibm-granite/granite-20b-code-instruct-r1.1/latest
d3	raw	intfloat/e5-base-v2	f52bf8ec8c7124536f0efb74aca902b2995e5bcd	1.326	/mnt/models/d3/raw/intfloat/e5-base-v2/f52bf8ec8c7124536f0efb74aca902b2995e5bcd
d3	raw	intfloat/e5-base-v2	latest	1.326	/mnt/models/d3/raw/intfloat/e5-base-v2/latest
